Customer ID,Sales,Purchase_Frequency,Cluster,Customer_Segment
SC-20725,5226.21,26,2,High-Value
SC-20770,4492.657,21,2,High-Value
SC-20800,279.25600000000003,5,0,Loyal
SC-20845,280.632,4,0,Loyal
SD-20485,6121.114,21,2,High-Value
SE-20110,12209.438000000002,19,1,Occasional
SF-20065,763.5459999999999,9,0,Loyal
SF-20200,3422.7859999999996,15,2,High-Value
SF-20965,3336.535,17,2,High-Value
SG-20080,3406.5809999999997,11,2,High-Value
SG-20470,1884.798,14,0,Loyal
SG-20605,3124.832,13,2,High-Value
SG-20890,47.946,5,0,Loyal
SH-19975,3406.8395,29,2,High-Value
SH-20395,2180.718,15,0,Loyal
SH-20635,2096.392,2,0,Loyal
SJ-20125,3949.656,24,2,High-Value
SJ-20215,1341.036,10,0,Loyal
SJ-20500,1318.776,7,0,Loyal
SK-19990,883.409,5,0,Loyal
SL-20155,3053.012,9,2,High-Value
SM-20005,244.49399999999997,6,0,Loyal
SM-20320,25043.05,15,1,Occasional
SM-20905,1043.041,6,0,Loyal
SM-20950,5563.392,22,2,High-Value
SN-20560,1860.418,15,0,Loyal
SN-20710,3127.9592,19,2,High-Value
SO-20335,2602.5755,15,0,Loyal
SP-20545,1306.086,10,0,Loyal
SP-20620,5440.319,24,2,High-Value
SP-20650,1872.4360000000001,15,0,Loyal
SP-20860,4282.94,24,2,High-Value
SP-20920,3990.689,14,2,High-Value
SR-20425,3233.481,9,2,High-Value
SR-20740,4345.8859999999995,12,2,High-Value
SS-20140,1324.028,21,0,Loyal
SS-20410,3056.8070000000002,12,2,High-Value
SS-20515,613.4,6,0,Loyal
SS-20590,418.49,9,0,Loyal
SS-20875,964.636,15,0,Loyal
ST-20530,433.34000000000003,12,0,Loyal
SU-20665,2595.364,18,0,Loyal
SV-20365,11470.949999999999,32,1,Occasional
SV-20785,4105.305,25,2,High-Value
SV-20815,1271.0900000000001,6,0,Loyal
SV-20935,1903.491,13,0,Loyal
SW-20245,1085.078,10,0,Loyal
SW-20275,1966.65,7,0,Loyal
SW-20350,1019.044,6,0,Loyal
SW-20455,2921.544,9,0,Loyal
SW-20755,758.6959999999999,8,0,Loyal
SZ-20035,3625.329,20,2,High-Value
TA-21385,14595.62,10,1,Occasional
TB-21055,1467.881,18,0,Loyal
TB-21175,3589.296,11,2,High-Value
TB-21190,816.1740000000001,4,0,Loyal
TB-21250,1602.376,19,0,Loyal
TB-21280,2198.45,11,0,Loyal
TB-21355,834.328,13,0,Loyal
TB-21400,9133.99,17,1,Occasional
TB-21520,4737.486,20,2,High-Value
TB-21595,1387.559,7,0,Loyal
TB-21625,2797.668,15,0,Loyal
TC-20980,19052.218,12,1,Occasional
TC-21145,1038.26,4,0,Loyal
TC-21295,4266.812,16,2,High-Value
TC-21475,1244.976,11,0,Loyal
TC-21535,742.5580000000001,10,0,Loyal
TD-20995,1434.5480000000002,16,0,Loyal
TG-21310,3058.372,9,2,High-Value
TG-21640,2074.661,10,0,Loyal
TH-21100,2422.824,7,0,Loyal
TH-21115,2942.772,9,2,High-Value
TH-21235,1022.201,13,0,Loyal
TH-21550,4234.0960000000005,13,2,High-Value
TM-21010,2955.2259999999997,19,2,High-Value
TM-21490,1094.6779999999999,4,0,Loyal
TN-21040,3130.221,12,2,High-Value
TP-21130,4454.0560000000005,16,2,High-Value
TP-21415,5329.0048,10,2,High-Value
TP-21565,1936.6399999999999,10,0,Loyal
TR-21325,675.9419999999999,7,0,Loyal
TS-21085,4.833,2,0,Loyal
TS-21160,2163.6240000000003,17,0,Loyal
TS-21205,5371.09,19,2,High-Value
TS-21340,974.7819999999999,12,0,Loyal
TS-21370,11891.751,15,1,Occasional
TS-21430,2054.14,7,0,Loyal
TS-21505,2243.274,14,0,Loyal
TS-21610,2820.424,11,0,Loyal
TS-21655,3368.094,14,2,High-Value
TT-21070,4915.602,14,2,High-Value
TT-21220,1427.0439999999999,15,0,Loyal
TT-21265,439.5,3,0,Loyal
TT-21460,5364.808,14,2,High-Value
TW-21025,5278.826,12,2,High-Value
TZ-21580,1707.286,9,0,Loyal
VB-21745,2005.596,10,0,Loyal
VD-21670,6442.254,16,2,High-Value
VF-21715,847.944,11,0,Loyal
VG-21790,846.01,8,0,Loyal
VG-21805,427.372,6,0,Loyal
VM-21685,2454.866,12,0,Loyal
VM-21835,380.69,8,0,Loyal
VP-21730,993.9019999999999,5,0,Loyal
VP-21760,3360.526,14,2,High-Value
VS-21820,1055.981,8,0,Loyal
VT-21700,1736.596,9,0,Loyal
VW-21775,6134.0380000000005,18,2,High-Value
WB-21850,6160.102,37,2,High-Value
XP-21865,2374.658,28,0,Loyal
YC-21895,5454.35,8,2,High-Value
YS-21880,6720.4439999999995,12,2,High-Value
ZC-21910,8025.707,31,1,Occasional
ZD-21925,1493.944,9,0,Loyal
